wavelength,excitation,wavelength,emission
,,604,0.0393
,,605,0.03939
,,606,0.03423
,,607,0.0384
,,608,0.03503
,,609,0.03052
,,610,0.03099
,,611,0.03431
,,612,0.03307
,,613,0.0263
,,614,0.03052
,,615,0.03275
,,616,0.02497
,,617,0.0309
,,618,0.02658
,,619,0.02648
,,620,0.02829
,,621,0.02416
,,622,0.02426
,,623,0.01956
,,624,0.01989
,,625,0.01667
,,626,0.01856
,,627,0.01695
,,628,0.01814
,,629,0.01719
,,630,0.0125
,,631,0.0153
,,632,0.01748
,,633,0.01373
,,634,0.01316
,,635,0.01496
,,636,0.01239
,,637,0.01377
,,638,0.01149
,,639,0.01097
,,640,0.00959
,,641,0.00988
,,642,0.00989
,,643,0.01231
,,644,0.00652
,,645,0.0079
,,646,0.00984
,,647,0.01197
,,648,0.00676
,,649,0.00334
,,650,0.00642
